hyponym	1
fashion.v.01	4c5
craft.v.01	4c6
genus_australopithecus.n.01	4c7
give.v.03	4c8
support.v.02	4c9
craniometric_point.n.01	4ca
gnathion.n.01	4cb
bittercress.n.01	4cc
crinkleroot.n.01	4cd
spill.v.02	4ce
taxonomic_group.n.01	4cf
interest.n.06	4d0
faction.n.02	4d1
left.n.02	4d2
length.n.01	4d3
radius.n.01	4d4
redound.v.03	4d5
chili_powder.n.01	4d6
approach.v.01	4d7
drive_up.v.01	4d8
acquit.v.01	4d9
purge.v.02	4da
academy.n.03	4db
air_force_academy.n.01	4dc
center.n.01	4dd
midfield.n.01	4de
mistake.v.01	4df
confuse.v.01	4e0
affect.v.05	4e1
impress.v.02	4e2
tourist.n.01	4e3
sightseer.n.01	4e4
practicality.n.01	4e5
realism.n.01	4e6
expose.v.03	4e7
model.v.04	4e8
fixed_charge.n.01	4e9
fee.n.01	4ea
make.v.03	4eb
froth.v.02	4ec
aim.v.01	4ed
charge.v.17	4ee
adjustable_wrench.n.01	4ef
division.n.07	4f0
chlorophyta.n.01	4f1
clique.n.01	4f2
kitchen_cabinet.n.01	4f3
choose.v.01	4f4
elect.v.01	4f5
break.v.10	4f6
interrupt.v.01	4f7
chiasma.n.01	4f8
deathrate.n.01	4f9
infant_deathrate.n.01	4fa
gestate.v.01	4fb
discover.v.03	4fc
electrical_conduction.n.01	4fd
discharge.n.05	4fe
angular_position.n.01	4ff
liking.n.01	500
preference.n.01	501
natural_elevation.n.01	502
mountain.n.01	503
fail.v.04	504
crash.v.12	505
knit.n.01	506
perceiver.n.01	507
blunder.n.01	508
trip.n.07	509
genus_gaillardia.n.01	50a
respiratory_disease.n.01	50b
influenza.n.01	50c
circumcise.v.02	50d
anti.n.01	50e
position.n.01	50f
post.n.01	510
garment.n.01	511
skirt.n.02	512
line.n.22	513
sideline.n.02	514
change_of_course.n.01	515
tack.n.05	516
moraceae.n.01	517
ephippiorhynchus.n.01	518
window.n.01	519
display_window.n.01	51a
feline.n.01	51b
cat.n.01	51c
arenga.n.01	51d
accessory.n.02	51e
fitting.n.02	51f
gale.n.01	520
anesthesia.n.01	521
conduction_anesthesia.n.01	522
potter.n.01	523
shape.v.02	524
roughcast.v.01	525
rotating_mechanism.n.01	526
circle.n.08	527
procedure.n.01	528
mapping.n.02	529
skate.v.01	52a
skateboard.v.01	52b
hospital_room.n.01	52c
curcuma.n.01	52d
plaything.n.01	52e
top.n.08	52f
discipline.n.01	530
protology.n.01	531
blow.n.01	532
whip.n.05	533
greeting.n.01	534
hello.n.01	535
memory_device.n.01	536
buffer.n.04	537
bag.n.06	538
weekender.n.02	539
stroke.n.01	53a
carom.n.02	53b
inheritance.n.02	53c
bequest.n.01	53d
connection.n.08	53e
thalassoma.n.01	53f
compunction.n.01	540
repentance.n.01	541
limit.v.02	542
restrict.v.01	543
animateness.n.01	544
sentience.n.03	545
fruit_tree.n.01	546
spanish_lime.n.01	547
part.n.09	548
first_period.n.01	549
gladiator.n.01	54a
support.v.01	54b
patronize.v.02	54c
command.n.02	54d
speech_act.n.01	54e
genetic_disease.n.01	54f
hyperbetalipoproteinemia.n.01	550
adhesive_material.n.01	551
cement.n.03	552
bloom.v.01	553
rat.n.01	554
brown_rat.n.01	555
substance.n.07	556
antigen.n.01	557
spectator.n.01	558
spy.n.02	559
admirer.n.02	55a
wheel.n.01	55b
car_wheel.n.01	55c
neuroptera.n.01	55d
hush.v.01	55e
end.n.03	55f
passing.n.04	560
transshipment.n.01	561
hole.n.05	562
pit.n.01	563
merchant.n.01	564
day.n.04	565
evening.n.01	566
genus_nierembergia.n.01	567
end.n.02	568
period.n.05	569
soar.v.01	56a
billow.v.01	56b
absentee.n.01	56c
exile.n.01	56d
neuropteron.n.01	56e
dobson.n.02	56f
religious_person.n.01	570
penitent.n.01	571
grip.v.01	572
bite.v.01	573
panelist.n.01	574
juror.n.01	575
gregorian_calendar_month.n.01	576
january.n.01	577
thrush.n.03	578
old_world_chat.n.01	579
expressive_style.n.01	57a
manner_of_speaking.n.01	57b
order.n.07	57c
indent.n.01	57d
metric_capacity_unit.n.01	57e
dekaliter.n.01	57f
protoctist_genus.n.01	580
chondrus.n.01	581
cypress.n.01	582
sequoia.n.01	583
ride_horseback.v.01	584
trot.v.02	585
bill.n.03	586
twenty_dollar_bill.n.01	587
decorate.v.01	588
redecorate.v.01	589
shape.n.01	58a
curvature.n.03	58b
suet_pudding.n.01	58c
spotted_dick.n.01	58d
party.n.01	58e
liberal_democrat_party.n.01	58f
border.v.05	590
neighbor.v.02	591
pump_action.n.01	592
owner.n.01	593
patron.n.02	594
smut.v.01	595
equidae.n.01	596
genus_cinchona.n.01	597
tongueless_frog.n.01	598
saltwater_fish.n.01	599
blowfish.n.01	59a
decoration.n.02	59b
silver_star_medal.n.01	59c
locomotion.n.02	59d
lap.n.05	59e
stereospondyli.n.01	59f
phocidae.n.01	5a0
repair.v.01	5a1
trouble-shoot.v.01	5a2
rhyncostylis.n.01	5a3
club.n.02	5a4
hunt.n.04	5a5
colonel.n.01	5a6
lieutenant_colonel.n.01	5a7
itch.v.02	5a8
tingle.v.01	5a9
love.v.01	5aa
love.v.03	5ab
travel.v.03	5ac
travel.v.02	5ad
point.n.15	5ae
arrowhead.n.01	5af
class.n.03	5b0
underworld.n.01	5b1
lamna.n.01	5b2
logic.n.05	5b3
dilleniid_dicot_family.n.01	5b4
theaceae.n.01	5b5
anthropoidea.n.01	5b6
game.n.01	5b7
athletic_game.n.01	5b8
chelidonium.n.01	5b9
beech.n.01	5ba
weeping_beech.n.01	5bb
air_unit.n.01	5bc
wing.n.04	5bd
fern_genus.n.01	5be
coniogramme.n.01	5bf
encelia.n.01	5c0
duct.n.01	5c1
vas_deferens.n.01	5c2
country.n.02	5c3
content.n.05	5c4
food.n.03	5c5
asexual_reproduction.n.01	5c6
pullulation.n.01	5c7
acknowledgment.n.03	5c8
apology.n.01	5c9
arouse.v.01	5ca
strike_a_chord.v.03	5cb
law.n.04	5cc
principle.n.04	5cd
custodianship.n.01	5ce
count.v.01	5cf
total.v.02	5d0
haematoxylum.n.01	5d1
argiope.n.01	5d2
liliid_monocot_family.n.01	5d3
aloeaceae.n.01	5d4
scientist.n.01	5d5
paleontologist.n.01	5d6
dock.n.02	5d7
bitter_dock.n.01	5d8
represent.v.09	5d9
animalize.v.01	5da
group.n.02	5db
alkyl.n.01	5dc
transport.v.02	5dd
cart.v.02	5de
selenipedium.n.01	5df
get.v.01	5e0
capture.v.06	5e1
evaluation.n.02	5e2
pricing.n.01	5e3
dissolve.v.02	5e4
melt.v.01	5e5
utterance.n.01	5e6
mumble.n.01	5e7
gesture.n.02	5e8
facial_expression.n.01	5e9
ornithology.n.01	5ea
pyralidae.n.01	5eb
bun.n.01	5ec
frankfurter_bun.n.01	5ed
phenomenon.n.01	5ee
consequence.n.01	5ef
self-propelled_vehicle.n.01	5f0
recreational_vehicle.n.01	5f1
pyrolaceae.n.01	5f2
estimate.n.05	5f3
reputation.n.03	5f4
touch.v.01	5f5
engage.v.06	5f6
pull.v.01	5f7
pluck.v.01	5f8
travel.v.01	5f9
swing.v.03	5fa
pick.v.01	5fb
bell.n.03	5fc
reproductive_system.n.01	5fd
female_reproductive_system.n.01	5fe
mind.v.02	5ff
worry.v.02	600
cordyline.n.01	601
moth.n.01	602
tortricid.n.01	603
genus_coronilla.n.01	604
lagenophera.n.01	605
sleep.n.01	606
sleeping.n.01	607
jump.v.01	608
hop.v.06	609
anoplura.n.01	60a
remark.n.01	60b
process.v.01	60c
fumigate.v.01	60d
appearance.n.01	60e
perspective.n.02	60f
perodicticus.n.01	610
appropriation.n.03	611
seizure.n.04	612
dress.v.02	613
gown.v.01	614
restraint.n.06	615
brake.n.01	616
leadership.n.01	617
lean.v.01	618
list.v.04	619
padding.n.01	61a
pad.n.04	61b
sertraline.n.01	61c
budget.n.02	61d
chaplaincy.n.01	61e
drug_of_abuse.n.01	61f
alcohol.n.01	620
mock.v.01	621
ridicule.v.01	622
insect.n.01	623
hemipterous_insect.n.01	624
rodent.n.01	625
abrocome.n.01	626
grammar.n.01	627
morphology.n.02	628
contact.n.07	629
distributor_point.n.01	62a
liliaceous_plant.n.01	62b
hellebore.n.01	62c
psychic_phenomena.n.01	62d
table_rapping.n.01	62e
noise.n.01	62f
screech.n.01	630
weaver.n.02	631
java_sparrow.n.01	632
foul_shot.n.01	633
one-and-one.n.01	634
poppy.n.01	635
corn_poppy.n.01	636
reposition.v.02	637
despair.n.02	638
discouragement.n.01	639
wetting.n.01	63a
splash.n.06	63b
tyrannidae.n.01	63c
sundacarpus_amara.n.01	63d
april.n.01	63e
edible_nut.n.01	63f
chincapin.n.01	640
determine.v.02	641
index.v.03	642
copulate.v.01	643
deflower.v.01	644
tetraneuris.n.01	645
taste_property.n.01	646
palatability.n.01	647
hisser.n.01	648
avoirdupois_unit.n.01	649
quarter.n.08	64a
accommodate.v.04	64b
sleep.v.02	64c
representation.n.01	64d
animal_oil.n.01	64e
lanolin.n.01	64f
bar.n.03	650
stabilizer_bar.n.01	651
develop.v.12	652
grow.v.04	653
unfortunate.n.01	654
club_moss.n.01	655
spikemoss.n.01	656
silene.n.01	657
white_campion.n.01	658
curtsy.n.01	659
resemble.v.01	65a
echo.v.03	65b
estate.n.02	65c
homestead.n.02	65d
laurel.n.01	65e
sassafras.n.01	65f
take.v.21	660
extort.v.01	661
outcaste.n.01	662
mastotermes.n.01	663
private_detective.n.01	664
hotel_detective.n.01	665
create_verbally.v.01	666
publish.v.03	667
phonograph_record.n.01	668
seventy-eight.n.02	669
entice.v.01	66a
call.v.22	66b
hibiscus.n.01	66c
china_rose.n.02	66d
praise.n.01	66e
encomium.n.01	66f
grammatical_relation.n.01	670
mood.n.03	671
writer.n.01	672
biographer.n.01	673
communication_system.n.01	674
telephone_system.n.01	675
solar_calendar.n.01	676
revolutionary_calendar.n.01	677
orontium.n.01	678
conceptualization.n.01	679
framing.n.01	67a
camera.n.01	67b
flash_camera.n.01	67c
sell.v.01	67d
wholesale.v.01	67e
undergo.v.01	67f
respire.v.02	680
solidity.n.01	681
impermeability.n.01	682
dance.v.02	683
waltz.v.01	684
diagnostic_procedure.n.01	685
aster.n.01	686
wood_aster.n.01	687
composer.n.01	688
songwriter.n.01	689
enclose.v.03	68a
glass.v.03	68b
blend.v.03	68c
melt.v.04	68d
osmanthus.n.01	68e
heading.n.01	68f
headline.n.01	690
jacobite.n.01	691
compose.v.02	692
uralic.n.01	693
finno-ugric.n.01	694
investigation.n.02	695
inquiry.n.03	696
phase.n.01	697
phase_of_cell_division.n.01	698
anteater.n.02	699
silky_anteater.n.01	69a
square_dance.n.01	69b
magnoliid_dicot_genus.n.01	69c
nymphaea.n.01	69d
robbery.n.01	69e
vittaria.n.01	69f
danger.n.01	6a0
riskiness.n.01	6a1
disposition.n.01	6a2
permissiveness.n.01	6a3
dive.v.03	6a4
snorkel.v.01	6a5
nationalize.v.01	6a6
communize.v.02	6a7
line.n.05	6a8
line_of_poetry.n.01	6a9
delegate.v.02	6aa
post.v.03	6ab
offensiveness.n.01	6ac
loathsomeness.n.01	6ad
plastic_surgery.n.01	6ae
keratoplasty.n.01	6af
attack.v.01	6b0
counterattack.v.01	6b1
taxonomist.n.01	6b2
lumper.n.02	6b3
stew.v.03	6b4
jug.v.02	6b5
receptacle.n.01	6b6
tray.n.01	6b7
chaff.n.01	6b8
bran.n.01	6b9
philosophy.n.02	6ba
ethics.n.02	6bb
accept.v.03	6bc
yield.v.13	6bd
produce.v.02	6be
reproduce.v.01	6bf
semiconductor_device.n.01	6c0
transistor.n.01	6c1
vote.v.01	6c2
ester.n.01	6c3
glyceryl_ester.n.01	6c4
virility_drug.n.01	6c5
sildenafil.n.01	6c6
gear.n.01	6c7
pinion.n.01	6c8
smut.n.03	6c9
cornsmut.n.01	6ca
globe_lily.n.01	6cb
yellow_globe_lily.n.01	6cc
cut.n.17	6cd
severance.n.02	6ce
victory.n.01	6cf
slam.n.01	6d0
movement.n.04	6d1
falun_gong.n.01	6d2
monocotyledones.n.01	6d3
aurify.v.02	6d4
sled.n.01	6d5
bobsled.n.02	6d6
failure.n.07	6d7
renal_failure.n.01	6d8
raise.v.02	6d9
skid.v.02	6da
constitutionalist.n.01	6db
afflict.v.02	6dc
blight.v.01	6dd
group.n.01	6de
citizenry.n.01	6df
political_orientation.n.01	6e0
democracy.n.01	6e1
printed_circuit.n.01	6e2
circuit_board.n.01	6e3
vein.n.01	6e4
portal_vein.n.01	6e5
planner.n.01	6e6
maneuverer.n.01	6e7
order.n.09	6e8
petrogale.n.01	6e9
igniter.n.01	6ea
kindling.n.01	6eb
mouse-ear_chickweed.n.01	6ec
alpine_mouse-ear.n.01	6ed
end.v.01	6ee
vanish.v.02	6ef
goose.n.01	6f0
honker.n.03	6f1
electromagnetic_radiation.n.01	6f2
radio_wave.n.01	6f3
mention.v.01	6f4
remember.v.05	6f5
controlled_substance.n.01	6f6
club_drug.n.01	6f7
insert.v.02	6f8
plug.v.06	6f9
march.v.01	6fa
file.v.03	6fb
signal.n.01	6fc
symbol.n.01	6fd
film.n.03	6fe
sequence.n.03	6ff
distinguish.v.01	700
discriminate.v.01	701
warship.n.01	702
destroyer.n.01	703
situation.n.03	704
imbroglio.n.01	705
shark.n.01	706
hammerhead.n.03	707
thief.n.01	708
larcenist.n.01	709
touch.n.05	70a
grope.n.01	70b
finish.n.04	70c
finishing_line.n.01	70d
angiospermous_tree.n.01	70e
ailanthus.n.01	70f
erupt.v.04	710
abrasive.n.01	711
emery_paper.n.01	712
centranthus.n.01	713
mechanical_system.n.01	714
suspension.n.05	715
cleaning_pad.n.01	716
note.n.07	717
citation.n.03	718
round.v.01	719
twist.v.04	71a
entangle.v.02	71b
hickory_nut.n.01	71c
affliction.n.03	71d
trial.n.06	71e
laying_waste.n.01	71f
support.n.10	720
leg.n.03	721
cry.n.01	722
bellow.n.01	723
turtle.n.02	724
painted_turtle.n.01	725
green.n.01	726
yellow_green.n.01	727
rock.n.01	728
crystal.n.03	729
disciple.n.01	72a
satanist.n.01	72b
mysore_thorn.n.01	72c
protoctist_family.n.01	72d
tribonemaceae.n.01	72e
assistant.n.01	72f
facilitator.n.01	730
electronic_equipment.n.01	731
playback.n.02	732
venereal_disease.n.01	733
lymphogranuloma_venereum.n.01	734
historic_period.n.01	735
antiquity.n.01	736
christian_holy_day.n.01	737
holy_day_of_obligation.n.01	738
loranthaceae.n.01	739
earphone.n.01	73a
telephone_receiver.n.01	73b
public_transport.n.01	73c
train.n.01	73d
levisticum.n.01	73e
gauge.v.06	73f
imaginary_being.n.01	740
mythical_being.n.01	741
authority.n.03	742
adviser.n.01	743
man.n.01	744
black_man.n.01	745
screech_owl.n.02	746
area.n.03	747
middle.n.03	748
polymer.n.01	749
ribonucleic_acid.n.01	74a
wall.n.01	74b
gable.n.01	74c
surgery.n.02	74d
deception.n.02	74e
imposture.n.01	74f
ophisaurus.n.01	750
aegypius.n.01	751
possibility.n.02	752
opportunity.n.01	753
subsidize.v.01	754
sandwich.v.01	755
poison.n.01	756
computer_architecture.n.02	757
reduced_instruction_set_computing.n.01	758
inhabitant.n.01	759
landlubber.n.01	75a
husk.n.02	75b
pod.n.01	75c
area.n.05	75d
patio.n.01	75e
rambutan.n.01	75f
progress.n.02	760
leapfrog.n.01	761
good_fortune.n.01	762
prosperity.n.02	763
afroasiatic.n.01	764
semitic.n.01	765
mutant.n.01	766
freak.n.01	767
issue.v.04	768
pop_out.v.04	769
reason.v.03	76a
laborer.n.01	76b
itinerant.n.01	76c
arrange.v.01	76d
preen.v.01	76e
laguncularia.n.01	76f
fish.n.02	770
mullet.n.01	771
dressing.n.04	772
poultice.n.01	773
picker.n.01	774
withdraw.v.09	775
cheque.v.01	776
convert.v.02	777
novelize.v.01	778
letter.n.01	779
invitation.n.01	77a
flag_officer.n.01	77b
admiral.n.01	77c
scarabaeid_beetle.n.01	77d
oriental_beetle.n.01	77e
politician.n.01	77f
legislator.n.01	780
hydnocarpus.n.01	781
uncover.v.01	782
excavate.v.01	783
bowerbird.n.01	784
gobio.n.01	785
genus_gorilla.n.01	786
centralize.v.01	787
play.v.07	788
beat.v.19	789
militarize.v.01	78a
identify.v.06	78b
type.v.02	78c
necktie.n.01	78d
bow_tie.n.01	78e
disregard.n.01	78f
omission.n.04	790
buffoonery.n.01	791
shtik.n.03	792
gregorian_calendar.n.01	793
device.n.01	794
bait.n.02	795
abrogation.n.01	796
recall.n.05	797
weakness.n.03	798
weak_part.n.01	799
pityrogramma.n.01	79a
worry.v.01	79b
fuss.v.01	79c
irish_person.n.01	79d
road.n.01	79e
track.n.10	79f
amerind.n.01	7a0
athapaskan.n.02	7a1
hurt.v.05	7a2
humiliate.v.01	7a3
bombard.v.02	7a4
atom-bomb.v.01	7a5
buy.v.03	7a6
dissenter.n.01	7a7
range.v.01	7a8
gather.v.01	7a9
clam.v.01	7aa
amphipoda.n.01	7ab
smell.v.03	7ac
reek.v.02	7ad
basque.n.01	7ae
jiggle.v.01	7af
wag.v.01	7b0
mime.n.02	7b1
lady's_slipper.n.01	7b2
death.n.05	7b3
terminology.n.01	7b4
markup_language.n.01	7b5
confirm.v.01	7b6
validate.v.02	7b7
deity.n.01	7b8
zombi.n.02	7b9
drive.n.05	7ba
energy.n.03	7bb
ormosia.n.01	7bc
linear_unit.n.01	7bd
half_mile.n.01	7be
spinal_fluid.n.01	7bf
vasodilator.n.01	7c0
nitroglycerin.n.01	7c1
pinch.v.01	7c2
fly.v.03	7c3
fly_blind.v.01	7c4
writer.n.02	7c5
diarist.n.01	7c6
rise.n.04	7c7
liftoff.n.01	7c8
riparia.n.01	7c9
alosa.n.01	7ca
work.v.02	7cb
man.v.01	7cc
loriinae.n.01	7cd
silence.n.01	7ce
hoary_puccoon.n.01	7cf
genus_davallia.n.01	7d0
adornment.n.01	7d1
pendant.n.01	7d2
engineer.n.01	7d3
electrical_engineer.n.01	7d4
misconception.n.01	7d5
illusion.n.02	7d6
siphon.v.02	7d7
exchange.v.01	7d8
substitute.v.02	7d9
cartoon.n.01	7da
comic_strip.n.01	7db
speaker.n.01	7dc
mutterer.n.01	7dd
chemist.n.01	7de
biochemist.n.01	7df
celery_seed.n.01	7e0
kidnapper.n.01	7e1
marketplace.n.02	7e2
open-air_market.n.01	7e3
facility.n.01	7e4
transportation_system.n.01	7e5
beverage.n.01	7e6
fizz.n.01	7e7
canavalia.n.01	7e8
evidence.n.01	7e9
proof.n.01	7ea
point.v.10	7eb
bathyergidae.n.01	7ec
dancing.n.01	7ed
pas_de_deux.n.01	7ee
genie.n.01	7ef
shaitan.n.01	7f0
escape.n.01	7f1
evasion.n.04	7f2
douglas_fir.n.02	7f3
prediction.n.02	7f4
meteorology.n.01	7f5
craze.n.02	7f6
mass_hysteria.n.01	7f7
plains_indian.n.01	7f8
caddo.n.01	7f9
communicate.v.02	7fa
carry.v.04	7fb
hindrance.n.03	7fc
obstruction.n.04	7fd
genus_peperomia.n.01	7fe
acoustic_device.n.01	7ff
bell.n.01	800
vessel.n.02	801
sailing_vessel.n.01	802
placement.n.01	803
alignment.n.02	804
cornaceae.n.01	805
greenhouse.n.01	806
ganoid.n.01	807
gar.n.01	808
back.v.01	809
champion.v.01	80a
compete.v.01	80b
equal.v.02	80c
deflate.v.05	80d
discussion.n.01	80e
dilation.n.01	80f
misfire.v.01	810
antacid.n.01	811
bromo-seltzer.n.01	812
powderer.n.01	813
fricative_consonant.n.01	814
sibilant.n.01	815
social_scientist.n.01	816
sociologist.n.01	817
farmer.n.01	818
beekeeper.n.01	819
run.n.07	81a
dash.n.02	81b
food_fish.n.01	81c
sole.n.04	81d
micruroides.n.01	81e
spatial_property.n.01	81f
asymmetry.n.01	820
eriobotrya.n.01	821
ketosteroid.n.01	822
cortisone.n.01	823
mold.v.02	824
business.n.01	825
underperformer.n.02	826
chant.v.01	827
singsong.v.01	828
folks.n.01	829
illness.n.01	82a
disease.n.01	82b
deteriorate.v.01	82c
wear.v.04	82d
sisyrinchium.n.01	82e
chemical_element.n.01	82f
boron.n.01	830
melon.n.01	831
muskmelon.n.02	832
organized_crime.n.01	833
mafia.n.02	834
convergence.n.04	835
rustic.n.01	836
yokel.n.01	837
sect.n.01	838
high_church.n.01	839
humanistic_discipline.n.01	83a
performing_arts.n.01	83b
turn.v.01	83c
roll.v.01	83d
sounding_board.n.01	83e
joint.n.02	83f
juke.n.01	840
drambuie.n.01	841
body_covering.n.01	842
protective_covering.n.02	843
embroider.v.02	844
glorify.v.04	845
disturbance.n.03	846
stir.n.01	847
china_tree.n.01	848
write_on.v.01	849
exocoetidae.n.01	84a
thysanura.n.01	84b
mourner.n.01	84c
push.v.01	84d
coral_bush.n.01	84e
scope.n.01	84f
spectrum.n.02	850
laminate.v.01	851
regenerate.v.04	852
revive.v.04	853
hostility.n.03	854
resentment.n.01	855
cap.v.02	856
ground_beetle.n.01	857
kinship.n.02	858
descent.n.04	859
cress.n.01	85a
faux_pas.n.01	85b
propeller.n.01	85c
screw.n.03	85d
hiss.n.01	85e
clam.n.01	85f
shipworm.n.01	860
round_shape.n.01	861
cone.n.02	862
attack.n.07	863
occlusion.n.01	864
running_away.n.01	865
numida.n.01	866
isolate.v.01	867
seclude.v.01	868
obstruct.v.02	869
tie_up.v.03	86a
leader.n.01	86b
labor_leader.n.01	86c
space.n.01	86d
mathematical_space.n.01	86e
employee.n.01	86f
dispatcher.n.02	870
increase.v.01	871
wax.v.02	872
electro-acoustic_transducer.n.01	873
humanist.n.02	874
covering.n.04	875
dressing.n.06	876
line.n.11	877
fault_line.n.01	878
diversion.n.03	879
oriental.n.01	87a
mongol.n.01	87b
magnetization.n.01	87c
relationship.n.01	87d
personal_relation.n.01	87e
guess.v.02	87f
predict.v.01	880
brotherhood.n.02	881
fiber_bundle.n.01	882
nerve.n.01	883
bread.n.01	884
white_bread.n.01	885
programmer.n.01	886
hacker.n.03	887
dishonor.n.01	888
disrepute.n.01	889
hell-kite.n.01	88a
weaken.v.01	88b
temper.v.04	88c
form.n.03	88d
fractal.n.01	88e
edge_tool.n.01	88f
scissors.n.01	890
bet_on.v.01	891
parlay.v.01	892
solidify.v.02	893
airplane.n.01	894
seaplane.n.01	895
military_drill.n.01	896
close-order_drill.n.01	897
dagga.n.01	898
facial_hair.n.01	899
beard.n.01	89a
harmonize.v.02	89b
canopy.n.03	89c
umbrella.n.01	89d
felicia.n.01	89e
bandage.v.02	89f
ligate.v.03	8a0
pin.n.09	8a1
peg.n.01	8a2
anglican_church.n.01	8a3
episcopal_church.n.02	8a4
test.v.01	8a5
control.v.05	8a6
answer.v.01	8a7
sass.v.01	8a8
learning.n.01	8a9
conditioning.n.01	8aa
tetracycline.n.01	8ab
minocycline.n.01	8ac
schematize.v.01	8ad
plundering.n.01	8ae
ravaging.n.01	8af
dasyurid_marsupial.n.01	8b0
pouched_mouse.n.01	8b1
lease.n.01	8b2
sublease.n.01	8b3
placement.n.03	8b4
implantation.n.02	8b5
chorus.n.02	8b6
choir.n.01	8b7
frame.v.01	8b8
decree.v.01	8b9
ordain.v.04	8ba
root.n.01	8bb
ginseng.n.01	8bc
part.n.03	8bd
fragment.n.01	8be
explanation.n.03	8bf
get_through.v.03	8c0
power.n.01	8c1
kitchen_utensil.n.01	8c2
mixer.n.04	8c3
inelegance.n.01	8c4
tastelessness.n.02	8c5
sight.n.03	8c6
binocular_vision.n.01	8c7
mercantile_establishment.n.01	8c8
department_store.n.01	8c9
goddess.n.01	8ca
catch.n.09	8cb
mesh.n.05	8cc
doctrine.n.01	8cd
millennium.n.02	8ce
new_world_oriole.n.01	8cf
bobolink.n.01	8d0
orifice.n.01	8d1
anus.n.01	8d2
cacodyl.n.02	8d3
burhinus.n.01	8d4
suborder.n.01	8d5
nymphalidae.n.01	8d6
star.n.01	8d7
binary_star.n.01	8d8
episode.n.01	8d9
indicator.n.03	8da
level.n.05	8db
saint.n.01	8dc
patron_saint.n.01	8dd
lumberman.n.01	8de
scorer.n.02	8df
review.v.04	8e0
termination.n.05	8e1
adjournment.n.01	8e2
chew_over.v.01	8e3
cogitate.v.01	8e4
isogram.n.01	8e5
isotherm.n.01	8e6
process.n.05	8e7
ridge.n.05	8e8
examine.v.02	8e9
size_up.v.01	8ea
burn.v.07	8eb
disparagement.n.01	8ec
condescension.n.02	8ed
oldster.n.01	8ee
old_woman.n.01	8ef
chairmanship.n.01	8f0
belting.n.01	8f1
draw.v.06	8f2
diagram.v.01	8f3
percoid_fish.n.01	8f4
sleeper.n.08	8f5
separate.v.02	8f6
disconnect.v.02	8f7
chieftaincy.n.01	8f8
boss.n.02	8f9
guvnor.n.01	8fa
collection.n.01	8fb
pack.n.02	8fc
sparganium.n.01	8fd
vanellus.n.01	8fe
instrument_of_execution.n.01	8ff
garrote.n.01	900
wine.n.01	901
burgundy.n.02	902
arise.v.04	903
condense.v.06	904
domestic_prelate.n.01	905
mullah.n.01	906
excuse.n.01	907
extenuation.n.01	908
tortoiseshell.n.02	909
expect.v.01	90a
think.v.02	90b
token.n.01	90c
postage.n.02	90d
rose.n.01	90e
multiflora.n.01	90f
stream.n.01	910
rivulet.n.01	911
enjoyer.n.01	912
argyranthemum.n.01	913
aeronautical_engineer.n.01	914
domesticate.v.02	915
break_in.v.06	916
sculpture.n.01	917
statue.n.01	918
elm.n.01	919
smooth-leaved_elm.n.01	91a
rich_person.n.01	91b
hindrance.n.01	91c
bind.n.01	91d
publisher.n.03	91e
vaccine.n.01	91f
poliovirus_vaccine.n.01	920
ship.n.01	921
steamer.n.03	922
minor_planet.n.01	923
asteroid.n.01	924
meet.n.01	925
race_meeting.n.01	926
core.n.02	927
corncob.n.01	928
throw.v.01	929
ground.v.07	92a
articulation.n.01	92b
enunciation.n.01	92c
cover.v.03	92d
physics.n.01	92e
aeronautics.n.01	92f
suffer.v.06	930
gag.v.05	931
nourish.v.01	932
point.n.02	933
beating.n.02	934
whipping.n.01	935
chimpanzee.n.01	936
pygmy_chimpanzee.n.01	937
slang.n.02	938
street_name.n.02	939
management.n.01	93a
mismanagement.n.01	93b
hindu.n.02	93c
shivaist.n.01	93d
pax.n.01	93e
placental.n.01	93f
unwholesomeness.n.01	940
punishment.n.01	941
penance.n.03	942
entertainer.n.01	943
master_of_ceremonies.n.01	944
hazard.n.03	945
bunker.n.01	946
oil.n.01	947
petroleum.n.01	948
character.n.04	949
villain.n.02	94a
bishopry.n.01	94b
cover.v.05	94c
theologize.v.01	94d
flowering_fern.n.02	94e
castration.n.02	94f
expel.v.01	950
eject.v.01	951
recreation_room.n.01	952
family_room.n.01	953
bottom.n.02	954
base.n.05	955
chemical_process.n.01	956
polymerization.n.01	957
pamphleteer.n.01	958
fancy_dress.n.01	959
diagnose.v.02	95a
explore.v.04	95b
interpolate.v.01	95c
beginning.n.05	95d
installation.n.01	95e
tulostomaceae.n.01	95f
suede_cloth.n.01	960
